Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spent,Age,Seniority,Partner,Num_Childer,Num_Childen,Num_Children,Family_Size,Is_Parent
Postgraduate,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,834,34,207,Partner,0,0,0,2,0
Graduate,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,1600,60,443,Partner,0,0,0,2,0
Graduate,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,1270,60,688,Partner,0,0,0,2,0
Postgraduate,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,263,41,250,Alone,2,2,2,3,1
Graduate,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,535,62,160,Alone,1,1,1,2,1
Graduate,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,1295,46,450,Alone,0,0,0,1,0
Graduate,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,1150,36,418,Alone,1,1,1,2,1
Postgraduate,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,1240,37,1029,Partner,0,0,0,2,0
Postgraduate,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,38,49,507,Alone,2,2,2,3,1
Postgraduate,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,35,30,786,Alone,0,0,0,1,0
Graduate,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,53,26,481,Partner,1,1,1,3,1
Postgraduate,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,293,51,572,Alone,2,2,2,3,1
Graduate,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,65,48,122,Partner,1,1,1,3,1
Graduate,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,1804,60,788,Alone,1,1,1,2,1
Graduate,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,241,58,615,Partner,1,1,1,3,1
Graduate,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,1101,60,263,Partner,0,0,0,2,0
Postgraduate,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,264,46,940,Partner,2,2,2,4,1
Postgraduate,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,541,40,684,Partner,2,2,2,4,1
Graduate,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,1198,29,610,Partner,0,0,0,2,0
Graduate,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,482,37,336,Partner,1,1,1,3,1
Undergraduate,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,17,36,1,Alone,3,3,3,4,1
Postgraduate,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,1615,66,386,Partner,0,0,0,2,0
Postgraduate,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,285,60,462,Alone,1,1,1,2,1
Graduate,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,1135,34,752,Partner,1,1,1,3,1
Undergraduate,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,114,26,32,Partner,1,1,1,3,1
Graduate,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,1047,45,387,Partner,0,0,0,2,0
Postgraduate,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,714,44,236,Partner,2,2,2,4,1
Postgraduate,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,185,34,584,Partner,1,1,1,3,1
Graduate,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,1245,52,849,Alone,1,1,1,2,1
Graduate,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,189,36,620,Partner,1,1,1,3,1
Graduate,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,576,38,772,Partner,1,1,1,3,1
Graduate,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,1103,62,815,Alone,1,1,1,2,1
Postgraduate,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,1753,42,850,Partner,0,0,0,2,0
Postgraduate,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,17,28,293,Partner,1,1,1,3,1
Graduate,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,433,48,626,Alone,2,2,2,3,1
Undergraduate,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,1588,52,584,Alone,1,1,1,2,1
Graduate,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,22,43,570,Partner,1,1,1,3,1
Graduate,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,19,63,234,Alone,0,0,0,1,0
Postgraduate,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,1117,49,623,Partner,1,1,1,3,1
Undergraduate,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,69,39,450,Partner,1,1,1,3,1
Postgraduate,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,23,32,603,Partner,1,1,1,3,1
Postgraduate,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,605,56,605,Alone,1,1,1,2,1
Graduate,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,57,41,345,Alone,1,1,1,2,1
Undergraduate,60182.0,0,1,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,22,121,203,Alone,1,1,1,2,1
Graduate,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,2088,46,404,Alone,0,0,0,1,0
Graduate,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,1009,56,713,Partner,1,1,1,3,1
Graduate,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,26,43,493,Alone,1,1,1,2,1
Graduate,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,1627,24,373,Partner,0,0,0,2,0
Graduate,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,1102,56,841,Partner,1,1,1,3,1
Postgraduate,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,17,50,214,Partner,2,2,2,4,1
Graduate,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,1690,42,565,Partner,1,1,1,3,1
Graduate,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,1390,61,461,Partner,1,1,1,3,1
Postgraduate,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,26,827,Partner,0,0,0,2,0
Postgraduate,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,1531,45,768,Partner,1,1,1,3,1
Postgraduate,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,64,39,446,Alone,1,1,1,2,1
Graduate,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,26,29,405,Alone,1,1,1,2,1
Graduate,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,1112,40,581,Alone,0,0,0,1,0
Undergraduate,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,210,56,805,Partner,0,0,0,2,0
Graduate,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,1148,47,829,Partner,2,2,2,4,1
Postgraduate,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,33,40,784,Alone,1,1,1,2,1
Postgraduate,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,1101,53,781,Partner,1,1,1,3,1
Graduate,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,322,50,775,Alone,1,1,1,2,1
Graduate,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,44,50,609,Alone,2,2,2,3,1
Postgraduate,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,17,57,481,Alone,3,3,3,4,1
Graduate,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,31,35,787,Alone,1,1,1,2,1
Postgraduate,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,845,46,563,Alone,2,2,2,3,1
Postgraduate,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,275,44,172,Partner,1,1,1,3,1
Postgraduate,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,25,36,743,Partner,1,1,1,3,1
Postgraduate,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,275,62,644,Partner,2,2,2,4,1
Postgraduate,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,90,48,632,Partner,2,2,2,4,1
Graduate,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,1495,51,163,Partner,0,0,0,2,0
Postgraduate,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,184,44,782,Partner,2,2,2,4,1
Graduate,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,981,44,535,Partner,0,0,0,2,0
Graduate,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,67,44,605,Partner,1,1,1,3,1
Graduate,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,1635,61,805,Alone,0,0,0,1,0
Postgraduate,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,60,31,261,Alone,1,1,1,2,1
Postgraduate,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,231,39,248,Partner,1,1,1,3,1
Graduate,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,48,54,185,Partner,2,2,2,4,1
Graduate,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,99,51,552,Alone,2,2,2,3,1
Postgraduate,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,770,51,446,Partner,1,1,1,3,1
Graduate,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,957,58,688,Alone,0,0,0,1,0
Postgraduate,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,818,33,220,Partner,0,0,0,2,0
Postgraduate,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,925,28,670,Alone,0,0,0,1,0
Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,908,46,594,Alone,1,1,1,2,1
Undergraduate,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,102,33,399,Partner,1,1,1,3,1
Graduate,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,576,38,772,Partner,1,1,1,3,1
Graduate,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,317,68,827,Partner,0,0,0,2,0
Postgraduate,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,461,40,337,Partner,1,1,1,3,1
Postgraduate,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,37,39,233,Partner,2,2,2,4,1
Graduate,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,70,40,364,Partner,1,1,1,3,1
Graduate,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,930,62,676,Partner,0,0,0,2,0
Postgraduate,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,859,58,492,Partner,2,2,2,4,1
Graduate,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,1478,48,1,Alone,0,0,0,1,0
Postgraduate,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,390,65,541,Alone,0,0,0,1,0
Undergraduate,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,52,30,608,Partner,0,0,0,2,0
Graduate,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,137,45,344,Partner,1,1,1,3,1
Graduate,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,1919,34,766,Partner,0,0,0,2,0
Graduate,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,68,43,325,Partner,2,2,2,4,1
Graduate,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,25,49,368,Partner,2,2,2,4,1
Postgraduate,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,1374,62,835,Partner,1,1,1,3,1
Undergraduate,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,32,26,521,Alone,1,1,1,2,1
Postgraduate,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,100,28,692,Partner,1,1,1,3,1
Graduate,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,825,32,370,Alone,0,0,0,1,0
Postgraduate,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,916,49,264,Alone,1,1,1,2,1
Graduate,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,62,56,234,Alone,2,2,2,3,1
Undergraduate,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,728,58,361,Partner,1,1,1,3,1
Postgraduate,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,90,36,337,Partner,1,1,1,3,1
Graduate,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,273,26,237,Alone,1,1,1,2,1
Graduate,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,66,30,344,Partner,1,1,1,3,1
Postgraduate,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,1213,53,618,Partner,0,0,0,2,0
Graduate,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,107,48,809,Alone,0,0,0,1,0
Graduate,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,1157,67,217,Alone,0,0,0,1,0
Postgraduate,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,546,50,423,Partner,1,1,1,3,1
Postgraduate,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,241,22,588,Partner,0,0,0,2,0
Graduate,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,53,38,322,Alone,1,1,1,2,1
Graduate,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,37,47,404,Partner,3,3,3,5,1
Postgraduate,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,1508,38,552,Alone,0,0,0,1,0
Graduate,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,235,48,354,Partner,2,2,2,4,1
Postgraduate,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,32,58,33,Partner,2,2,2,4,1
Graduate,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,102,42,495,Partner,2,2,2,4,1
Graduate,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,401,29,844,Alone,1,1,1,2,1
Graduate,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,28,63,508,Partner,2,2,2,4,1
Graduate,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,680,43,688,Partner,1,1,1,3,1
Graduate,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,30,40,698,Partner,1,1,1,3,1
Postgraduate,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,20,49,95,Alone,2,2,2,3,1
Postgraduate,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,1307,53,522,Alone,1,1,1,2,1
Graduate,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,630,61,400,Alone,1,1,1,2,1
Graduate,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,1283,57,578,Partner,0,0,0,2,0
Postgraduate,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,65,38,667,Alone,1,1,1,2,1
Graduate,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,37,30,513,Partner,1,1,1,3,1
Postgraduate,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,38,64,457,Partner,3,3,3,5,1
Postgraduate,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,160,28,661,Alone,1,1,1,2,1
Graduate,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,23,31,599,Alone,1,1,1,2,1
Postgraduate,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,71,25,392,Alone,0,0,0,1,0
Postgraduate,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,1161,58,642,Partner,1,1,1,3,1
Postgraduate,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,59,43,431,Partner,1,1,1,3,1
Graduate,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,33,31,524,Partner,1,1,1,3,1
Graduate,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,946,54,727,Alone,2,2,2,3,1
Graduate,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,1442,46,907,Alone,0,0,0,1,0
Graduate,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,62,42,725,Partner,1,1,1,3,1
Graduate,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,1674,49,643,Partner,0,0,0,2,0
Postgraduate,83532.0,0,0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,1853,115,436,Partner,0,0,0,2,0
Graduate,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,1538,26,789,Alone,0,0,0,1,0
Graduate,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,139,28,512,Alone,0,0,0,1,0
Postgraduate,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,1182,45,743,Partner,1,1,1,3,1
Postgraduate,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,507,64,541,Partner,1,1,1,3,1
Undergraduate,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,18,41,478,Partner,1,1,1,3,1
Graduate,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,940,62,421,Alone,0,0,0,1,0
Graduate,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,42,49,531,Partner,2,2,2,4,1
Graduate,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,1190,44,173,Alone,0,0,0,1,0
Graduate,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,44,43,711,Alone,2,2,2,3,1
Postgraduate,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,16,38,280,Partner,1,1,1,3,1
Graduate,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,835,57,354,Partner,1,1,1,3,1
Graduate,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1443,28,431,Partner,1,1,1,3,1
Postgraduate,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,1029,48,404,Alone,0,0,0,1,0
Graduate,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,1188,40,770,Partner,0,0,0,2,0
Postgraduate,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,1277,38,714,Alone,1,1,1,2,1
Graduate,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,49,36,372,Alone,2,2,2,3,1
Graduate,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,99,59,396,Partner,1,1,1,3,1
Postgraduate,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,1670,45,724,Partner,0,0,0,2,0
Postgraduate,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,900,71,473,Partner,0,0,0,2,0
Postgraduate,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,425,66,483,Partner,2,2,2,4,1
Graduate,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,2153,57,799,Partner,0,0,0,2,0
Postgraduate,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,636,45,259,Alone,1,1,1,2,1
Graduate,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,57,36,285,Partner,2,2,2,4,1
Postgraduate,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,25,36,743,Partner,1,1,1,3,1
Graduate,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,494,47,708,Partner,2,2,2,4,1
Graduate,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,693,45,837,Alone,1,1,1,2,1
Graduate,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,1348,54,568,Partner,0,0,0,2,0
Graduate,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,51,38,630,Alone,1,1,1,2,1
Graduate,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,1932,52,749,Partner,0,0,0,2,0
Postgraduate,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,39,1059,Alone,1,1,1,2,1
Undergraduate,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,30,30,228,Partner,1,1,1,3,1
Graduate,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,254,39,769,Partner,2,2,2,4,1
Postgraduate,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,29,44,464,Alone,1,1,1,2,1
Graduate,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,1371,48,755,Alone,1,1,1,2,1
Postgraduate,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,73,42,532,Alone,2,2,2,3,1
Postgraduate,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,120,39,840,Alone,2,2,2,3,1
Graduate,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,81,44,628,Alone,0,0,0,1,0
Graduate,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,37,25,706,Alone,1,1,1,2,1
Postgraduate,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,1377,53,664,Partner,1,1,1,3,1
Graduate,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,51,45,540,Alone,1,1,1,2,1
Postgraduate,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,17,45,492,Partner,2,2,2,4,1
Graduate,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,22,29,387,Partner,1,1,1,3,1
Graduate,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,324,60,724,Alone,0,0,0,1,0
Undergraduate,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,211,41,836,Partner,3,3,3,5,1
Postgraduate,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,19,33,251,Alone,1,1,1,2,1
Graduate,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,41,43,570,Alone,1,1,1,2,1
